CAS #,substance name,plant name,temperature,compartment,"half life
[day]",target class,chemical class,plant class,compartment class,cold storage
131807-57-3,famoxadone,spinach,17.1,leaf,6.21,fungicide,oxazole,leafy crops,crop surface,
131807-57-3,famoxadone,spinach,17.1,leaf,6.28,fungicide,oxazole,leafy crops,crop surface,
131807-57-3,famoxadone,spinach,17.1,leaf,7.67,fungicide,oxazole,leafy crops,crop surface,
131807-57-3,famoxadone,spinach,17.1,leaf,7.81,fungicide,oxazole,leafy crops,crop surface,
131807-57-3,famoxadone,tomato,25,fruit,8.25,fungicide,oxazole,vegetables,crop (interior),
131807-57-3,famoxadone,watermelon,24.3,leaf,9.7,fungicide,oxazole,fruits,crop surface,
161326-34-7,fenamidone,cucumber,19.6,fruit,3,fungicide,imidazole,vegetables,crop (interior),
161326-34-7,fenamidone,cucumber,19.6,fruit,4,fungicide,imidazole,vegetables,crop (interior),
161326-34-7,fenamidone,grape,23,fruit,12.2,fungicide,imidazole,fruits,crop (interior),
161326-34-7,fenamidone,tomato,25,fruit,11.75,fungicide,imidazole,vegetables,crop (interior),
22224-92-6,fenamiphos,betel,27.2,leaf,6,nematicide,organophosphate,herbs,crop surface,
22224-92-6,fenamiphos,betel,27.2,leaf,6.6,nematicide,organophosphate,herbs,crop surface,
22224-92-6,fenamiphos,turfgrass,16.6,leaf,4.59,nematicide,organophosphate,ornamentals,crop surface,
22224-92-6,fenamiphos,turfgrass,16.6,leaf,8.77,nematicide,organophosphate,ornamentals,crop surface,
60168-88-9,fenarimol,grape,23,fruit,8.7,fungicide,pyrimidine,fruits,crop (interior),
120928-09-8,fenazaquin,apple,21.4,fruit,1.9,acaricide,unclassified,fruits,crop (interior),
120928-09-8,fenazaquin,apple,21.4,fruit,3.6,acaricide,unclassified,fruits,crop (interior),
120928-09-8,fenazaquin,apple,21.4,fruit,5.2,acaricide,unclassified,fruits,crop (interior),
120928-09-8,fenazaquin,apple,21.4,fruit,5.2,acaricide,unclassified,fruits,crop (interior),
120928-09-8,fenazaquin,apple,21.4,fruit,5.3,acaricide,unclassified,fruits,crop (interior),
120928-09-8,fenazaquin,okra,29.3,fruit,3.13,acaricide,unclassified,vegetables,crop (interior),
120928-09-8,fenazaquin,okra,29.3,fruit,4.43,acaricide,unclassified,vegetables,crop (interior),
120928-09-8,fenazaquin,tea,23,leaf,1.43,acaricide,unclassified,leafy crops,crop surface,
120928-09-8,fenazaquin,tea,23,leaf,1.59,acaricide,unclassified,leafy crops,crop surface,
120928-09-8,fenazaquin,tea,23,leaf,1.7,acaricide,unclassified,leafy crops,crop surface,
120928-09-8,fenazaquin,tea,23,leaf,1.73,acaricide,unclassified,leafy crops,crop surface,
120928-09-8,fenazaquin,tea,23,leaf,1.87,acaricide,unclassified,leafy crops,crop surface,
120928-09-8,fenazaquin,tea,23,leaf,1.94,acaricide,unclassified,leafy crops,crop surface,
120928-09-8,fenazaquin,tea,23,leaf,2.1,acaricide,unclassified,leafy crops,crop surface,
120928-09-8,fenazaquin,tea,23,leaf,2.21,acaricide,unclassified,leafy crops,crop surface,
114369-43-6,fenbuconazole,banana,26.4,fruit,14.7,fungicide,triazole,fruits,crop (interior),
114369-43-6,fenbuconazole,strawberry,16.8,fruit,5.69,fungicide,triazole,fruits,crop (interior),
114369-43-6,fenbuconazole,strawberry,16.8,fruit,5.73,fungicide,triazole,fruits,crop (interior),
126833-17-8,fenhexamid,grape,23,fruit,14.75,fungicide,hydroxyanilide,fruits,crop (interior),
126833-17-8,fenhexamid,pepper fruit,20.5,fruit,4.71,fungicide,hydroxyanilide,vegetables,crop (interior),
126833-17-8,fenhexamid,pepper fruit,20.5,fruit,4.9,fungicide,hydroxyanilide,vegetables,crop (interior),
126833-17-8,fenhexamid,strawberry,16.8,fruit,5,fungicide,hydroxyanilide,fruits,crop (interior),
126833-17-8,fenhexamid,strawberry,16.8,fruit,7.7,fungicide,hydroxyanilide,fruits,crop (interior),
126833-17-8,fenhexamid,tomato,25,fruit,9.9,fungicide,hydroxyanilide,vegetables,crop (interior),
126833-17-8,fenhexamid,tomato,25,fruit,12.6,fungicide,hydroxyanilide,vegetables,crop (interior),
122-14-5,fenitrothion,apple,21.4,leaf,1.6,insecticide,organophosphate,fruits,crop surface,
122-14-5,fenitrothion,apricot,21.3,fruit,6.9,insecticide,organophosphate,fruits,crop (interior),
122-14-5,fenitrothion,balsam fir,16.6,needle,0.39,insecticide,organophosphate,forest trees,crop surface,
122-14-5,fenitrothion,balsam fir,16.6,needle,0.5,insecticide,organophosphate,forest trees,crop surface,
122-14-5,fenitrothion,balsam fir,16.6,needle,0.52,insecticide,organophosphate,forest trees,crop surface,
122-14-5,fenitrothion,balsam fir,16.6,leaf,9.6,insecticide,organophosphate,forest trees,crop surface,
122-14-5,fenitrothion,cabbage,20.2,head,2.5,insecticide,organophosphate,leafy crops,crop surface,
122-14-5,fenitrothion,cabbage,20.2,leaf,6.59,insecticide,organophosphate,leafy crops,crop surface,
122-14-5,fenitrothion,cauliflower,17.1,head,1.8,insecticide,organophosphate,vegetables,crop surface,
122-14-5,fenitrothion,fig,24.3,fruit,5.59,insecticide,organophosphate,fruits,crop (interior),
122-14-5,fenitrothion,grape,23,leaf,1,insecticide,organophosphate,fruits,crop surface,
122-14-5,fenitrothion,grape,23,leaf,1.7,insecticide,organophosphate,fruits,crop surface,
122-14-5,fenitrothion,grape,23,leaf,2.7,insecticide,organophosphate,fruits,crop surface,
122-14-5,fenitrothion,grape,23,fruit,2.91,insecticide,organophosphate,fruits,crop (interior),
122-14-5,fenitrothion,grape,23,fruit,3.84,insecticide,organophosphate,fruits,crop (interior),
122-14-5,fenitrothion,grape,23,leaf,4.7,insecticide,organophosphate,fruits,crop surface,
122-14-5,fenitrothion,grape,23,leaf,12,insecticide,organophosphate,fruits,crop surface,
122-14-5,fenitrothion,grape,23,leaf,16.5,insecticide,organophosphate,fruits,crop surface,
122-14-5,fenitrothion,grape,23,leaf,20.9,insecticide,organophosphate,fruits,crop surface,
122-14-5,fenitrothion,grass,23,leaf,2.6,insecticide,organophosphate,weeds,crop surface,
122-14-5,fenitrothion,kaki fruit,22.6,peel,5.68,insecticide,organophosphate,fruits,crop surface,
122-14-5,fenitrothion,kaki fruit,22.6,fruit,8.25,insecticide,organophosphate,fruits,crop (interior),
122-14-5,fenitrothion,lettuce,17.1,head,2.75,insecticide,organophosphate,leafy crops,crop surface,
122-14-5,fenitrothion,lettuce,17.1,leaf,2.86,insecticide,organophosphate,leafy crops,crop surface,
122-14-5,fenitrothion,lettuce,4,leaf,25.67,insecticide,organophosphate,leafy crops,crop surface,x4c
122-14-5,fenitrothion,lettuce,4,leaf,26.86,insecticide,organophosphate,leafy crops,crop surface,x4c
122-14-5,fenitrothion,lettuce,4,leaf,28.93,insecticide,organophosphate,leafy crops,crop surface,x4c
122-14-5,fenitrothion,maize,19.6,leaf,3,insecticide,organophosphate,cereals,crop surface,
122-14-5,fenitrothion,parsley,17.1,leaf,4.13,insecticide,organophosphate,herbs,crop surface,
122-14-5,fenitrothion,pasture,20,leaf,1.5,insecticide,organophosphate,weeds,crop surface,
122-14-5,fenitrothion,pear,22.4,fruit,6.5,insecticide,organophosphate,fruits,crop (interior),
122-14-5,fenitrothion,pear,22.4,fruit,6.8,insecticide,organophosphate,fruits,crop (interior),
122-14-5,fenitrothion,rice,20.8,fruit,4.51,insecticide,organophosphate,cereals,crop (interior),
122-14-5,fenitrothion,rice,20.8,husk,4.78,insecticide,organophosphate,cereals,crop surface,
122-14-5,fenitrothion,rice,20.8,straw,10.66,insecticide,organophosphate,cereals,crop surface,
122-14-5,fenitrothion,rocket,17.9,fruit,4.03,insecticide,organophosphate,leafy crops,crop (interior),
122-14-5,fenitrothion,spruce,15.8,leaf,7.9,insecticide,organophosphate,forest trees,crop surface,
122-14-5,fenitrothion,tea,23,leaf,0.5,insecticide,organophosphate,leafy crops,crop surface,
122-14-5,fenitrothion,tea,23,leaf,1.3,insecticide,organophosphate,leafy crops,crop surface,
122-14-5,fenitrothion,white spruce,16.6,leaf,13.2,insecticide,organophosphate,forest trees,crop surface,
122-14-5,fenitrothion,white spruce,16.6,leaf,13.7,insecticide,organophosphate,forest trees,crop surface,
122-14-5,fenitrothion,white spruce,16.6,leaf,13.8,insecticide,organophosphate,forest trees,crop surface,
122-14-5,fenitrothion,white spruce,16.6,leaf,15.1,insecticide,organophosphate,forest trees,crop surface,
3766-81-2,fenobucarb,jute,26.4,leaf,2.17,insecticide,carbamate,other,crop surface,
3766-81-2,fenobucarb,jute,26.4,leaf,2.31,insecticide,carbamate,other,crop surface,
3766-81-2,fenobucarb,rice,20.8,husk,4.79,insecticide,carbamate,cereals,crop surface,
3766-81-2,fenobucarb,rice,20.8,fruit,6.15,insecticide,carbamate,cereals,crop (interior),
3766-81-2,fenobucarb,rice,20.8,straw,10.86,insecticide,carbamate,cereals,crop surface,
93-72-1,fenoprop,grass,24.6,leaf,4,herbicide,phenoxipropionic acid,weeds,crop surface,
93-72-1,fenoprop,grass,24.6,leaf,4.9,herbicide,phenoxipropionic acid,weeds,crop surface,
115852-48-7,fenoxanil,rice,20.8,total,5.2,fungicide,amide,cereals,n/a,
115852-48-7,fenoxanil,rice,20.8,total,5.7,fungicide,amide,cereals,n/a,
115852-48-7,fenoxanil,rice,20.8,total,7,fungicide,amide,cereals,n/a,
115852-48-7,fenoxanil,rice,20.8,total,7.13,fungicide,amide,cereals,n/a,
115852-48-7,fenoxanil,rice,20.8,total,7.32,fungicide,amide,cereals,n/a,
115852-48-7,fenoxanil,rice,20.8,total,7.91,fungicide,amide,cereals,n/a,
115852-48-7,fenoxanil,rice,20.8,total,9.5,fungicide,amide,cereals,n/a,
71283-80-2,fenoxaprop-P-ethyl,rice,20.8,total,2.14,herbicide,aryloxyphenoxypropionate,cereals,n/a,
71283-80-2,fenoxaprop-P-ethyl,wheat,22.2,total,1.4,herbicide,aryloxyphenoxypropionate,cereals,n/a,
71283-80-2,fenoxaprop-P-ethyl,wheat,22.2,total,1.4,herbicide,aryloxyphenoxypropionate,cereals,n/a,
71283-80-2,fenoxaprop-P-ethyl,wheat,22.2,straw,1.5,herbicide,aryloxyphenoxypropionate,cereals,crop surface,
71283-80-2,fenoxaprop-P-ethyl,wheat,22.2,total,1.5,herbicide,aryloxyphenoxypropionate,cereals,n/a,
71283-80-2,fenoxaprop-P-ethyl,wheat,22.2,total,1.9,herbicide,aryloxyphenoxypropionate,cereals,n/a,
71283-80-2,fenoxaprop-P-ethyl,wheat,22.2,straw,2.28,herbicide,aryloxyphenoxypropionate,cereals,crop surface,
79127-80-3,fenoxycarb,apricot,21.3,fruit,5,insecticide,carbamate,fruits,crop (interior),
79127-80-3,fenoxycarb,mandarin,27.2,fruit,26,insecticide,carbamate,fruits,crop (interior),
79127-80-3,fenoxycarb,peach,23.5,fruit,5,insecticide,carbamate,fruits,crop (interior),
39515-41-8,fenpropathrin,cabbage,20.2,head,3.85,insecticide,pyrethroid,leafy crops,crop surface,
39515-41-8,fenpropathrin,cabbage,20.2,head,4.26,insecticide,pyrethroid,leafy crops,crop surface,
39515-41-8,fenpropathrin,green bean,18.7,fruit,0.9,insecticide,pyrethroid,vegetables,crop (interior),
39515-41-8,fenpropathrin,mandarin,27.2,leaf,4,insecticide,pyrethroid,fruits,crop surface,
39515-41-8,fenpropathrin,mandarin,27.2,leaf,6,insecticide,pyrethroid,fruits,crop surface,
39515-41-8,fenpropathrin,pepper fruit,20.5,fruit,1.02,insecticide,pyrethroid,vegetables,crop (interior),
39515-41-8,fenpropathrin,zucchini,15.9,fruit,1.25,insecticide,pyrethroid,vegetables,crop (interior),
67306-00-7,fenpropidin,wheat,22.2,straw,3.1,fungicide,unclassified,cereals,crop surface,
67306-00-7,fenpropidin,wheat,22.2,straw,3.3,fungicide,unclassified,cereals,crop surface,
67564-91-4,fenpropimorph,sugar beet,17.9,leaf,1,fungicide,morpholine,root crops,crop surface,
67564-91-4,fenpropimorph,sugar beet,17.9,leaf,1.88,fungicide,morpholine,root crops,crop surface,
67564-91-4,fenpropimorph,sugar beet,17.9,leaf,4,fungicide,morpholine,root crops,crop surface,
134098-61-6,fenpyroximate,apple,21.4,fruit,2.03,acaricide,pyrazole,fruits,crop (interior),
134098-61-6,fenpyroximate,grape,23,fruit,1.56,acaricide,pyrazole,fruits,crop (interior),
134098-61-6,fenpyroximate,grape,23,leaf,2.75,acaricide,pyrazole,fruits,crop surface,
134098-61-6,fenpyroximate,orange,21.6,fruit,2.42,acaricide,pyrazole,fruits,crop (interior),
115-90-2,fensulfothion,coastal bermudagrass,22.1,leaf,2.7,insecticide,organophosphate,weeds,crop surface,
115-90-2,fensulfothion,maize,19.6,leaf,3.3,insecticide,organophosphate,cereals,crop surface,
55-38-9,fenthion,coastal bermudagrass,22.1,leaf,1.7,insecticide,organophosphate,weeds,crop surface,
55-38-9,fenthion,grape,23,fruit,3.27,insecticide,organophosphate,fruits,crop (interior),
55-38-9,fenthion,grape,23,fruit,5.6,insecticide,organophosphate,fruits,crop (interior),
55-38-9,fenthion,grape,23,fruit,7.6,insecticide,organophosphate,fruits,crop (interior),
55-38-9,fenthion,grape,23,fruit,9.4,insecticide,organophosphate,fruits,crop (interior),
55-38-9,fenthion,grape,23,fruit,10.3,insecticide,organophosphate,fruits,crop (interior),
55-38-9,fenthion,grape,0,fruit,42,insecticide,organophosphate,fruits,crop (interior),x0c
55-38-9,fenthion,grape,0,fruit,44.7,insecticide,organophosphate,fruits,crop (interior),x0c
55-38-9,fenthion,grape,0,fruit,53.2,insecticide,organophosphate,fruits,crop (interior),x0c
55-38-9,fenthion,grape,0,fruit,60.8,insecticide,organophosphate,fruits,crop (interior),x0c
55-38-9,fenthion,maize,19.6,leaf,2.4,insecticide,organophosphate,cereals,crop surface,
55-38-9,fenthion,olive,15.5,fruit,0.96,insecticide,organophosphate,fruits,crop (interior),
55-38-9,fenthion,olive,15.5,fruit,1.01,insecticide,organophosphate,fruits,crop (interior),
55-38-9,fenthion,olive,15.5,fruit,1.79,insecticide,organophosphate,fruits,crop (interior),
55-38-9,fenthion,olive,15.5,fruit,2.39,insecticide,organophosphate,fruits,crop (interior),
55-38-9,fenthion,olive,15.5,fruit,3,insecticide,organophosphate,fruits,crop (interior),
55-38-9,fenthion,olive,15.5,fruit,7,insecticide,organophosphate,fruits,crop (interior),
55-38-9,fenthion,orange,21.6,fruit,4,insecticide,organophosphate,fruits,crop (interior),
55-38-9,fenthion,orange,21.6,fruit,6,insecticide,organophosphate,fruits,crop (interior),
55-38-9,fenthion,orange,21.6,fruit,8,insecticide,organophosphate,fruits,crop (interior),
3761-41-9,fenthion sulfoxide,grape,23,fruit,20.6,n/a,organophosphate,fruits,crop (interior),
3761-41-9,fenthion sulfoxide,grape,23,fruit,24.6,n/a,organophosphate,fruits,crop (interior),
3761-41-9,fenthion sulfoxide,grape,0,fruit,256,n/a,organophosphate,fruits,crop (interior),x
3761-41-9,fenthion sulfoxide,grape,0,fruit,267,n/a,organophosphate,fruits,crop (interior),x
3761-41-9,fenthion sulfoxide,orange,21.6,fruit,14,n/a,organophosphate,fruits,crop (interior),
51630-58-1,fenvalerate,alfalfa,15,leaf,11,insecticide,pyrethroid,weeds,crop surface,
51630-58-1,fenvalerate,alfalfa,15,leaf,12,insecticide,pyrethroid,weeds,crop surface,
51630-58-1,fenvalerate,alfalfa,19.7,leaf,14,insecticide,pyrethroid,weeds,crop surface,
51630-58-1,fenvalerate,alfalfa,20,leaf,19,insecticide,pyrethroid,weeds,crop surface,
51630-58-1,fenvalerate,ber,27.2,fruit,8.8,insecticide,pyrethroid,fruits,crop (interior),
51630-58-1,fenvalerate,ber,27.2,fruit,11.9,insecticide,pyrethroid,fruits,crop (interior),
51630-58-1,fenvalerate,cabbage,20.2,head,2.2,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,cabbage,20.2,head,2.8,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,cabbage,20.2,head,3.14,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,cabbage,20.2,head,3.68,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,cauliflower,17.1,head,1.19,insecticide,pyrethroid,vegetables,crop surface,
51630-58-1,fenvalerate,cauliflower,17.1,leaf,1.22,insecticide,pyrethroid,vegetables,crop surface,
51630-58-1,fenvalerate,cauliflower,17.1,head,1.46,insecticide,pyrethroid,vegetables,crop surface,
51630-58-1,fenvalerate,cauliflower,17.1,leaf,1.95,insecticide,pyrethroid,vegetables,crop surface,
51630-58-1,fenvalerate,chickpea,17.9,fruit,2.56,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,chickpea,17.9,fruit,3.77,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,chickpea,17.9,fruit,4.23,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,chickpea,17.9,fruit,5.36,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,chickpea,17.9,fruit,7.2,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,chickpea,17.9,fruit,8.1,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,chinese cabbage,20.4,leaf,5.4,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,cotton,29.6,leaf,2.8,insecticide,pyrethroid,other,crop surface,
51630-58-1,fenvalerate,cotton,29.6,leaf,3.6,insecticide,pyrethroid,other,crop surface,
51630-58-1,fenvalerate,cotton,29.6,leaf,6.6,insecticide,pyrethroid,other,crop surface,
51630-58-1,fenvalerate,cotton,29.6,leaf,6.8,insecticide,pyrethroid,other,crop surface,
51630-58-1,fenvalerate,cotton,29.6,leaf,8,insecticide,pyrethroid,other,crop surface,
51630-58-1,fenvalerate,cotton,29.6,leaf,9.5,insecticide,pyrethroid,other,crop surface,
51630-58-1,fenvalerate,cotton,29.6,leaf,9.9,insecticide,pyrethroid,other,crop surface,
51630-58-1,fenvalerate,cotton,29.6,leaf,11,insecticide,pyrethroid,other,crop surface,
51630-58-1,fenvalerate,cowpea,24.3,pod,2.1,insecticide,pyrethroid,vegetables,crop surface,
51630-58-1,fenvalerate,eggplant,21.4,fruit,1.2,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,eggplant,21.4,fruit,1.37,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,eggplant,21.4,leaf,1.37,insecticide,pyrethroid,vegetables,crop surface,
51630-58-1,fenvalerate,eggplant,21.4,leaf,1.37,insecticide,pyrethroid,vegetables,crop surface,
51630-58-1,fenvalerate,hemp-nettle,21.4,fruit,5,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,eggplant,21.4,fruit,7,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,green bean,18.7,fruit,0.98,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,green bean,18.7,leaf,14,insecticide,pyrethroid,vegetables,crop surface,
51630-58-1,fenvalerate,green gram,24.3,fruit,2.5,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,green gram,24.3,fruit,5,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,mango,23.4,fruit,5.33,insecticide,pyrethroid,fruits,crop (interior),
51630-58-1,fenvalerate,mango,23.4,fruit,7.41,insecticide,pyrethroid,fruits,crop (interior),
51630-58-1,fenvalerate,orange,21.6,fruit,3.35,insecticide,pyrethroid,fruits,crop (interior),
51630-58-1,fenvalerate,orange,21.6,fruit,5.42,insecticide,pyrethroid,fruits,crop (interior),
51630-58-1,fenvalerate,pasture,20,leaf,8,insecticide,pyrethroid,weeds,crop surface,
51630-58-1,fenvalerate,pepper fruit,20.5,fruit,0.33,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,pepper fruit,20.5,fruit,1.62,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,pepper fruit,20.5,fruit,10.66,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,spinach,17.1,leaf,5.26,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,spinach,17.1,leaf,7.22,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,tea,23,leaf,2.14,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,tea,23,leaf,2.21,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,tea,23,leaf,2.34,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,tea,23,leaf,2.35,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,tea,23,leaf,2.53,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,tea,23,leaf,2.64,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,tea,23,leaf,2.64,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,tea,23,leaf,2.91,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,tea,23,leaf,3.1,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,tea,23,leaf,3.2,insecticide,pyrethroid,leafy crops,crop surface,
51630-58-1,fenvalerate,tomato,25,fruit,3.1,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,tomato,25,fruit,4.1,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,zucchini,15.9,fruit,0.19,insecticide,pyrethroid,vegetables,crop (interior),
51630-58-1,fenvalerate,zucchini,15.9,fruit,1.19,insecticide,pyrethroid,vegetables,crop (interior),
120068-37-3,fipronil,bamboo,24.3,shoot,5.5,insecticide,phenylpyrazole,forest trees,crop surface,
120068-37-3,fipronil,cabbage,20.2,leaf,3.21,insecticide,phenylpyrazole,leafy crops,crop surface,
120068-37-3,fipronil,cabbage,20.2,leaf,3.43,insecticide,phenylpyrazole,leafy crops,crop surface,
120068-37-3,fipronil,chilli,24.3,fruit,16.8,insecticide,phenylpyrazole,vegetables,crop (interior),
120068-37-3,fipronil,eggplant,21.4,fruit,2.5,insecticide,phenylpyrazole,vegetables,crop (interior),
120068-37-3,fipronil,eggplant,21.4,fruit,3.5,insecticide,phenylpyrazole,vegetables,crop (interior),
120068-37-3,fipronil,grape,23,leaf,9.6,insecticide,phenylpyrazole,fruits,crop surface,
120068-37-3,fipronil,grape,23,leaf,18.32,insecticide,phenylpyrazole,fruits,crop surface,
120068-37-3,fipronil,Job's Tears,24.3,seed,9,insecticide,phenylpyrazole,weeds,crop (interior),
120068-37-3,fipronil,Job's Tears,24.3,seed,10.2,insecticide,phenylpyrazole,weeds,crop (interior),
120068-37-3,fipronil,Job's Tears,24.3,seed,10.8,insecticide,phenylpyrazole,weeds,crop (interior),
120068-37-3,fipronil,Job's Tears,24.3,seed,11.3,insecticide,phenylpyrazole,weeds,crop (interior),
120068-37-3,fipronil,okra,29.3,fruit,0.65,insecticide,phenylpyrazole,vegetables,crop (interior),
120068-37-3,fipronil,okra,29.3,fruit,1.12,insecticide,phenylpyrazole,vegetables,crop (interior),
120068-37-3,fipronil,pakchoi,17.9,leaf,2.6,insecticide,phenylpyrazole,leafy crops,crop surface,
145701-23-1,florasulam,cleavers,17.9,total,8.43,herbicide,triazolopyrimidine,herbs,n/a,
145701-23-1,florasulam,hemp-nettle,17.9,total,0.83,herbicide,triazolopyrimidine,weeds,n/a,
145701-23-1,florasulam,smart weed,20,total,1.82,herbicide,triazolopyrimidine,ornamentals,n/a,
145701-23-1,florasulam,wheat,22.2,total,0.1,herbicide,triazolopyrimidine,cereals,n/a,
145701-23-1,florasulam,wheat,22.2,total,0.1,herbicide,triazolopyrimidine,cereals,n/a,
79622-59-6,fluazinam,grape,23,fruit,4.3,fungicide,phenylpyridinamine,fruits,crop (interior),
272451-65-7,flubendiamide,cabbage,20.2,head,3.4,insecticide,benzene-dicarboxamide,leafy crops,crop surface,
272451-65-7,flubendiamide,cabbage,20.2,head,3.6,insecticide,benzene-dicarboxamide,leafy crops,crop surface,
272451-65-7,flubendiamide,cabbage,20.2,leaf,3.9,insecticide,benzene-dicarboxamide,leafy crops,crop surface,
272451-65-7,flubendiamide,cabbage,20.2,leaf,4.45,insecticide,benzene-dicarboxamide,leafy crops,crop surface,
272451-65-7,flubendiamide,chickpea,17.9,leaf,0.77,insecticide,benzene-dicarboxamide,vegetables,crop surface,
272451-65-7,flubendiamide,chickpea,17.9,leaf,0.86,insecticide,benzene-dicarboxamide,vegetables,crop surface,
272451-65-7,flubendiamide,chickpea,17.9,fruit,1.39,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,chickpea,17.9,fruit,1.44,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,chilli,24.3,fruit,0.91,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,chilli,24.3,fruit,0.96,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,eggplant,21.4,fruit,0.65,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,eggplant,21.4,fruit,0.96,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,eggplant,21.4,fruit,2.55,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,eggplant,21.4,fruit,2.68,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,okra,29.3,fruit,4.8,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,okra,29.3,fruit,5.1,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,pigeon pea,24.3,fruit,4.77,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,pigeon pea,24.3,fruit,5.28,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,tomato,25,fruit,0.33,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,tomato,25,fruit,1,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,tomato,25,fruit,1.64,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,tomato,25,fruit,1.98,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,tomato,25,fruit,3.9,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
272451-65-7,flubendiamide,tomato,25,fruit,4.4,insecticide,benzene-dicarboxamide,vegetables,crop (interior),
70124-77-5,flucythrinate,cabbage,20.2,leaf,4,insecticide,pyrethroid,leafy crops,crop surface,
70124-77-5,flucythrinate,cotton,29.6,leaf,3.3,insecticide,pyrethroid,other,crop surface,
70124-77-5,flucythrinate,cotton,29.6,leaf,6.7,insecticide,pyrethroid,other,crop surface,
70124-77-5,flucythrinate,tomato,25,fruit,3.3,insecticide,pyrethroid,vegetables,crop (interior),
70124-77-5,flucythrinate,tomato,25,leaf,5.9,insecticide,pyrethroid,vegetables,crop surface,
131341-86-1,fludioxonil,grape,18,fruit surface,4.53,fungicide,phenylpyrrole,fruits,crop surface,
131341-86-1,fludioxonil,grape,23,fruit surface,18.05,fungicide,phenylpyrrole,fruits,crop surface,x
131341-86-1,fludioxonil,grape,23,fruit,24,fungicide,phenylpyrrole,fruits,crop (interior),
